DATAFLOW,MEASURE: Measure,INDEX: Index,TSEST: Adjustment Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,DECIMALS: Decimals,OBS_COMMENT: Observation Comment
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2010-Q1,96.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2010-Q2,96.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2010-Q3,96.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2010-Q4,96.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2011-Q1,99.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2011-Q2,102.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2011-Q3,102,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2011-Q4,100.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2012-Q1,98.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2012-Q2,99,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2012-Q3,100.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2012-Q4,100.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2013-Q1,100.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2013-Q2,99.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2013-Q3,99.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2013-Q4,100.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2014-Q1,101.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2014-Q2,102.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2014-Q3,103,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2014-Q4,103.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2015-Q1,103.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2015-Q2,103.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2015-Q3,102.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2015-Q4,103.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2016-Q1,103.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2016-Q2,102.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2016-Q3,102.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2016-Q4,103.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2017-Q1,103.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2017-Q2,103,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2017-Q3,101.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2017-Q4,102.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2018-Q1,102.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2018-Q2,102.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2018-Q3,103,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2018-Q4,103.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2019-Q1,105.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2019-Q2,105,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2019-Q3,105,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2019-Q4,106.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2020-Q1,108.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2020-Q2,109.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2020-Q3,108.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2020-Q4,109.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2021-Q1,110.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2021-Q2,111.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2021-Q3,111,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2021-Q4,111.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2022-Q1,115.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2022-Q2,117.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2022-Q3,121.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2022-Q4,121.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2023-Q1,123.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,5: Perth,Q: Quarterly,2023-Q2,125.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2010-Q1,89.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2010-Q2,93.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2010-Q3,96.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2010-Q4,96.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2011-Q1,97.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2011-Q2,97.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2011-Q3,98.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2011-Q4,99.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2012-Q1,100.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2012-Q2,101.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2012-Q3,102.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2012-Q4,102.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2013-Q1,103.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2013-Q2,105.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2013-Q3,106.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2013-Q4,108.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2014-Q1,111.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2014-Q2,112.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2014-Q3,114.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2014-Q4,116.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2015-Q1,117.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2015-Q2,119.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2015-Q3,121.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2015-Q4,125.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2016-Q1,125.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2016-Q2,127.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2016-Q3,129.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2016-Q4,132.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2017-Q1,133.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2017-Q2,133.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2017-Q3,136.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2017-Q4,141.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2018-Q1,142.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2018-Q2,144.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2018-Q3,145.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2018-Q4,149.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2019-Q1,150,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2019-Q2,151.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2019-Q3,154.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2019-Q4,158.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2020-Q1,160.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2020-Q2,163.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2020-Q3,165.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2020-Q4,173.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2021-Q1,174,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2021-Q2,174.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2021-Q3,174.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2021-Q4,175.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2022-Q1,178.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2022-Q2,179.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2022-Q3,182,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2022-Q4,184.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2023-Q1,187.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20006: Alcohol and tobacco,10: Original,5: Perth,Q: Quarterly,2023-Q2,188.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2010-Q1,96.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2010-Q2,96.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2010-Q3,96.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2010-Q4,98.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2011-Q1,101,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2011-Q2,102.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2011-Q3,102.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2011-Q4,100.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2012-Q1,98.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2012-Q2,99.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2012-Q3,100.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2012-Q4,100.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2013-Q1,99.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2013-Q2,99.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2013-Q3,100,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2013-Q4,101.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2014-Q1,102.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2014-Q2,102.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2014-Q3,103.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2014-Q4,103.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2015-Q1,103.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2015-Q2,103.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2015-Q3,103.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2015-Q4,103.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2016-Q1,103.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2016-Q2,102.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2016-Q3,104.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2016-Q4,105.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2017-Q1,105.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2017-Q2,104.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2017-Q3,103.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2017-Q4,104.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2018-Q1,105.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2018-Q2,104.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2018-Q3,105.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2018-Q4,106,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2019-Q1,107.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2019-Q2,107.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2019-Q3,108.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2019-Q4,109.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2020-Q1,111.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2020-Q2,112.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2020-Q3,112.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2020-Q4,112.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2021-Q1,112.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2021-Q2,113.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2021-Q3,114,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2021-Q4,114.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2022-Q1,117.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2022-Q2,121,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2022-Q3,124.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,4: Adelaide,Q: Quarterly,2022-Q4,126,IN: Index Numbers,,1: One,
