DATAFLOW,MEASURE: Measure,INDEX: Index,TSEST: Adjustment Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,DECIMALS: Decimals,OBS_COMMENT: Observation Comment
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2017-Q4,106.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2018-Q1,106.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2018-Q2,106.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2018-Q3,107,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2018-Q4,107.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2019-Q1,109.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2019-Q2,108.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2019-Q3,109.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2019-Q4,110.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2020-Q1,113.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2020-Q2,113.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2020-Q3,112.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2020-Q4,113.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2021-Q1,113.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2021-Q2,114.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2021-Q3,115.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2021-Q4,115.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2022-Q1,118.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2022-Q2,121.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2022-Q3,125.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2022-Q4,126.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2023-Q1,128.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20001: Food and non-alcoholic beverages,10: Original,2: Melbourne,Q: Quarterly,2023-Q2,130.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2010-Q1,95.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2010-Q2,95.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2010-Q3,95.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2010-Q4,95.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2011-Q1,98.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2011-Q2,99.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2011-Q3,99.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2011-Q4,99,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2012-Q1,100.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2012-Q2,100.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2012-Q3,100.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2012-Q4,100.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2013-Q1,101.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2013-Q2,101.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2013-Q3,102.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2013-Q4,102.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2014-Q1,103,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2014-Q2,102.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2014-Q3,101.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2014-Q4,99.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2015-Q1,96.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2015-Q2,100.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2015-Q3,100.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2015-Q4,99.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2016-Q1,95.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2016-Q2,96.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2016-Q3,96.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2016-Q4,98.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2017-Q1,99.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2017-Q2,99.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2017-Q3,98.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2017-Q4,101.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2018-Q1,101.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2018-Q2,103.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2018-Q3,104.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2018-Q4,103.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2019-Q1,101.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2019-Q2,105.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2019-Q3,105.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2019-Q4,106.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2020-Q1,104.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2020-Q2,98.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2020-Q3,100.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2020-Q4,101.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2021-Q1,105.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2021-Q2,108.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2021-Q3,111.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2021-Q4,114.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2022-Q1,118.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2022-Q2,121.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2022-Q3,120.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2022-Q4,123.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2023-Q1,124.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,1: Sydney,Q: Quarterly,2023-Q2,124,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2010-Q1,94.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2010-Q2,94.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2010-Q3,96,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2010-Q4,95.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2011-Q1,98.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2011-Q2,99.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2011-Q3,99.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2011-Q4,99.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2012-Q1,100.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2012-Q2,100.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2012-Q3,101.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2012-Q4,104,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2013-Q1,104.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2013-Q2,106.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2013-Q3,107.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2013-Q4,107.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2014-Q1,108.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2014-Q2,107.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2014-Q3,108.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2014-Q4,109.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2015-Q1,109.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2015-Q2,109.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2015-Q3,110.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2015-Q4,111.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2016-Q1,112.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2016-Q2,113,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2016-Q3,112.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2016-Q4,112.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2017-Q1,112.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2017-Q2,113.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2017-Q3,114,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2017-Q4,113.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2018-Q1,113.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2018-Q2,114.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2018-Q3,113.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2018-Q4,113.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2019-Q1,112.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2019-Q2,113.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2019-Q3,112.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2019-Q4,114,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2020-Q1,114.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2020-Q2,114,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2020-Q3,114.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2020-Q4,116,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2021-Q1,114.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2021-Q2,115.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2021-Q3,116.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2021-Q4,117.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2022-Q1,117.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2022-Q2,119,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2022-Q3,120.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2022-Q4,123.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2023-Q1,125.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,6: Hobart,Q: Quarterly,2023-Q2,127.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2010-Q1,99.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2010-Q2,99.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2010-Q3,100.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2010-Q4,100.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2011-Q1,98.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2011-Q2,99.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2011-Q3,100,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2011-Q4,100.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2012-Q1,99,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2012-Q2,100.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2012-Q3,102.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2012-Q4,102.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2013-Q1,99.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2013-Q2,100.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2013-Q3,101.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2013-Q4,102.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2014-Q1,100.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2014-Q2,101.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2014-Q3,100.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2014-Q4,102,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2015-Q1,101.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2015-Q2,102.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2015-Q3,102.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2015-Q4,103.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2016-Q1,103,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2016-Q2,103.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2016-Q3,104.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2016-Q4,103.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2017-Q1,102.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2017-Q2,103.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2017-Q3,104.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2017-Q4,103.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2018-Q1,102.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2018-Q2,103,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,"20004: Furnishings, household equipment and services",10: Original,2: Melbourne,Q: Quarterly,2018-Q3,101,IN: Index Numbers,,1: One,
